set,sol,state
b2_scip,tr12-30__C:D+RST@stall20__s1.json.gz,checked_feasible
b2_scip,tr12-30__C:D>PSC@25__s0.json.gz,checked_feasible
b2_scip,tr12-30__C:D>PSC@25__s1.json.gz,checked_feasible
b2_scip,tr12-30__C:D__s0.json.gz,checked_feasible
b2_scip,tr12-30__C:D__s1.json.gz,checked_feasible
b2_scip,tr12-30__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b2_scip,tr12-30__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b2_scip,tr12-30__C:HEU__s0.json.gz,checked_feasible
b2_scip,tr12-30__C:HEU__s1.json.gz,checked_feasible
b2_scip,tr12-30__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b2_scip,tr12-30__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b2_scip,tr12-30__C:HOFF__s0.json.gz,checked_feasible
b2_scip,tr12-30__C:HOFF__s1.json.gz,checked_feasible
b2_scip,tr12-30__C:INF__s0.json.gz,checked_feasible
b2_scip,tr12-30__C:INF__s1.json.gz,checked_feasible
b2_scip,tr12-30__C:NOC__s0.json.gz,checked_feasible
b2_scip,tr12-30__C:NOC__s1.json.gz,checked_feasible
b2_scip,tr12-30__C:PSC>D@25__s0.json.gz,checked_feasible
b2_scip,tr12-30__C:PSC>D@25__s1.json.gz,checked_feasible
b2_scip,tr12-30__C:PSC__s0.json.gz,checked_feasible
b2_scip,tr12-30__C:PSC__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:D+RST@25__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:D+RST@25__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:D+RST@stall20__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:D+RST@stall20__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:D>PSC@25__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:D>PSC@25__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:D__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:D__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:D__s2.json.gz,checked_feasible
b2_scip,traininstance6__C:D__s3.json.gz,checked_feasible
b2_scip,traininstance6__C:D__s4.json.gz,checked_feasible
b2_scip,traininstance6__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:HEU__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:HEU__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:HEU__s2.json.gz,checked_feasible
b2_scip,traininstance6__C:HEU__s3.json.gz,checked_feasible
b2_scip,traininstance6__C:HEU__s4.json.gz,checked_feasible
b2_scip,traininstance6__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:HOFF__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:HOFF__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:HOFF__s2.json.gz,checked_feasible
b2_scip,traininstance6__C:HOFF__s3.json.gz,checked_feasible
b2_scip,traininstance6__C:HOFF__s4.json.gz,checked_feasible
b2_scip,traininstance6__C:INF__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:INF__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:INF__s2.json.gz,checked_feasible
b2_scip,traininstance6__C:INF__s3.json.gz,checked_feasible
b2_scip,traininstance6__C:INF__s4.json.gz,checked_feasible
b2_scip,traininstance6__C:NOC__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:NOC__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:NOC__s2.json.gz,checked_feasible
b2_scip,traininstance6__C:NOC__s3.json.gz,checked_feasible
b2_scip,traininstance6__C:NOC__s4.json.gz,checked_feasible
b2_scip,traininstance6__C:PSC>D@25__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:PSC>D@25__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:PSC__s0.json.gz,checked_feasible
b2_scip,traininstance6__C:PSC__s1.json.gz,checked_feasible
b2_scip,traininstance6__C:PSC__s2.json.gz,checked_feasible
b2_scip,traininstance6__C:PSC__s3.json.gz,checked_feasible
b2_scip,traininstance6__C:PSC__s4.json.gz,checked_feasible
b2_scip,uccase12__C:D+RST@25__s0.json.gz,checked_feasible
b2_scip,uccase12__C:D+RST@25__s1.json.gz,checked_feasible
b2_scip,uccase12__C:D+RST@stall20__s0.json.gz,checked_feasible
b2_scip,uccase12__C:D+RST@stall20__s1.json.gz,checked_feasible
b2_scip,uccase12__C:D>PSC@25__s0.json.gz,checked_feasible
b2_scip,uccase12__C:D>PSC@25__s1.json.gz,checked_feasible
b2_scip,uccase12__C:D__s0.json.gz,checked_feasible
b2_scip,uccase12__C:D__s1.json.gz,checked_feasible
b2_scip,uccase12__C:D__s2.json.gz,checked_feasible
b2_scip,uccase12__C:D__s3.json.gz,checked_feasible
b2_scip,uccase12__C:D__s4.json.gz,checked_feasible
b2_scip,uccase12__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b2_scip,uccase12__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b2_scip,uccase12__C:HEU__s0.json.gz,checked_feasible
b2_scip,uccase12__C:HEU__s1.json.gz,checked_feasible
b2_scip,uccase12__C:HEU__s2.json.gz,checked_feasible
b2_scip,uccase12__C:HEU__s3.json.gz,checked_feasible
b2_scip,uccase12__C:HEU__s4.json.gz,checked_feasible
b2_scip,uccase12__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b2_scip,uccase12__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b2_scip,uccase12__C:INF__s0.json.gz,checked_feasible
b2_scip,uccase12__C:INF__s1.json.gz,checked_feasible
b2_scip,uccase12__C:INF__s2.json.gz,checked_feasible
b2_scip,uccase12__C:INF__s3.json.gz,checked_feasible
b2_scip,uccase12__C:INF__s4.json.gz,checked_feasible
b2_scip,uccase12__C:NOC__s0.json.gz,checked_feasible
b2_scip,uccase12__C:NOC__s1.json.gz,checked_feasible
b2_scip,uccase12__C:NOC__s2.json.gz,checked_feasible
b2_scip,uccase12__C:NOC__s3.json.gz,checked_feasible
b2_scip,uccase12__C:NOC__s4.json.gz,checked_feasible
b2_scip,uccase12__C:PSC>D@25__s0.json.gz,checked_feasible
b2_scip,uccase12__C:PSC>D@25__s1.json.gz,checked_feasible
b2_scip,uccase12__C:PSC__s0.json.gz,checked_feasible
b2_scip,uccase12__C:PSC__s1.json.gz,checked_feasible
b2_scip,uccase12__C:PSC__s2.json.gz,checked_feasible
b2_scip,uccase12__C:PSC__s3.json.gz,checked_feasible
b2_scip,uccase12__C:PSC__s4.json.gz,checked_feasible
b3_scip300,cbs-cta__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:D__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:D__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:HEU__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:HEU__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:INF__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:INF__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:NOC__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:NOC__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,cbs-cta__C:PSC__s0.json.gz,checked_feasible
b3_scip300,cbs-cta__C:PSC__s1.json.gz,checked_feasible
b3_scip300,cod105__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,cod105__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,cod105__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,cod105__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,cod105__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,cod105__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,cod105__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,cod105__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,cod105__C:D__s0.json.gz,checked_feasible
b3_scip300,cod105__C:D__s1.json.gz,checked_feasible
b3_scip300,cod105__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,cod105__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,cod105__C:HEU__s0.json.gz,checked_feasible
b3_scip300,cod105__C:HEU__s1.json.gz,checked_feasible
b3_scip300,cod105__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b3_scip300,cod105__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b3_scip300,cod105__C:HOFF__s0.json.gz,checked_feasible
b3_scip300,cod105__C:HOFF__s1.json.gz,checked_feasible
b3_scip300,cod105__C:INF__s0.json.gz,checked_feasible
b3_scip300,cod105__C:INF__s1.json.gz,checked_feasible
b3_scip300,cod105__C:NOC__s0.json.gz,checked_feasible
b3_scip300,cod105__C:NOC__s1.json.gz,checked_feasible
b3_scip300,cod105__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,cod105__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,cod105__C:PSC__s0.json.gz,checked_feasible
b3_scip300,cod105__C:PSC__s1.json.gz,checked_feasible
b3_scip300,dano3_3__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,dano3_3__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:D__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:D__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:HEU__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:HEU__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:HOFF__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:HOFF__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:INF__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:INF__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:NOC__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:NOC__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,dano3_3__C:PSC__s0.json.gz,checked_feasible
b3_scip300,dano3_3__C:PSC__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:D__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:D__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:HEU__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:HEU__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:HOFF__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:HOFF__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:INF__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:INF__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:NOC__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:NOC__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,h80x6320d__C:PSC__s0.json.gz,checked_feasible
b3_scip300,h80x6320d__C:PSC__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:D__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:D__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:HEU__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:HEU__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:HOFF__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:HOFF__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:INF__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:INF__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:NOC__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:NOC__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:PSC__s0.json.gz,checked_feasible
b3_scip300,istanbul-no-cutoff__C:PSC__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:D__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:D__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:HEU__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:HEU__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:HOFF__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:HOFF__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:INF__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:INF__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:NOC__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:NOC__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,neos-1445765__C:PSC__s0.json.gz,checked_feasible
b3_scip300,neos-1445765__C:PSC__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:D__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:D__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:HEU__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:HEU__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:HOFF__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:HOFF__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:INF__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:INF__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:NOC__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,neos-1456979__C:PSC__s0.json.gz,checked_feasible
b3_scip300,neos-1456979__C:PSC__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:D__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:D__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:HEU__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:HEU__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:HOFF__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:HOFF__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:INF__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:INF__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:NOC__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:NOC__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:PSC__s0.json.gz,checked_feasible
b3_scip300,neos-4722843-widden__C:PSC__s1.json.gz,checked_feasible
b3_scip300,neos-860300__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,neos-860300__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:D__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:D__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:HEU__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:HEU__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:HOFF__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:HOFF__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:INF__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:INF__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:NOC__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:NOC__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,neos-860300__C:PSC__s0.json.gz,checked_feasible
b3_scip300,neos-860300__C:PSC__s1.json.gz,checked_feasible
b3_scip300,neos-873061__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,neos-873061__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,neos-873061__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,neos-873061__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,neos-873061__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,neos-873061__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,neos-873061__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,neos-873061__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,neos-873061__C:D__s0.json.gz,checked_feasible
b3_scip300,neos-873061__C:D__s1.json.gz,checked_feasible
b3_scip300,neos-873061__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,neos-873061__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,neos-873061__C:HEU__s0.json.gz,checked_feasible
b3_scip300,neos-873061__C:HEU__s1.json.gz,checked_feasible
b3_scip300,neos-873061__C:INF__s0.json.gz,checked_feasible
b3_scip300,neos-873061__C:INF__s1.json.gz,checked_feasible
b3_scip300,neos-873061__C:NOC__s0.json.gz,checked_feasible
b3_scip300,neos-873061__C:NOC__s1.json.gz,checked_feasible
b3_scip300,neos-873061__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,neos-873061__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,neos-873061__C:PSC__s0.json.gz,checked_feasible
b3_scip300,neos-873061__C:PSC__s1.json.gz,checked_feasible
b3_scip300,neos17__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,neos17__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,neos17__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,neos17__C:D+RST@25__s1.json.gz,checked_feasible
b3_scip300,neos17__C:D+RST@stall20__s0.json.gz,checked_feasible
b3_scip300,neos17__C:D+RST@stall20__s1.json.gz,checked_feasible
b3_scip300,neos17__C:D>PSC@25__s0.json.gz,checked_feasible
b3_scip300,neos17__C:D>PSC@25__s1.json.gz,checked_feasible
b3_scip300,neos17__C:D__s0.json.gz,checked_feasible
b3_scip300,neos17__C:D__s1.json.gz,checked_feasible
b3_scip300,neos17__C:HEU>HOFF@25__s0.json.gz,checked_feasible
b3_scip300,neos17__C:HEU>HOFF@25__s1.json.gz,checked_feasible
b3_scip300,neos17__C:HEU__s0.json.gz,checked_feasible
b3_scip300,neos17__C:HEU__s1.json.gz,checked_feasible
b3_scip300,neos17__C:HOFF>HEU@stall20__s0.json.gz,checked_feasible
b3_scip300,neos17__C:HOFF>HEU@stall20__s1.json.gz,checked_feasible
b3_scip300,neos17__C:HOFF__s0.json.gz,checked_feasible
b3_scip300,neos17__C:HOFF__s1.json.gz,checked_feasible
b3_scip300,neos17__C:INF__s0.json.gz,checked_feasible
b3_scip300,neos17__C:INF__s1.json.gz,checked_feasible
b3_scip300,neos17__C:NOC__s0.json.gz,checked_feasible
b3_scip300,neos17__C:NOC__s1.json.gz,checked_feasible
b3_scip300,neos17__C:PSC>D@25__s0.json.gz,checked_feasible
b3_scip300,neos17__C:PSC>D@25__s1.json.gz,checked_feasible
b3_scip300,neos17__C:PSC__s0.json.gz,checked_feasible
b3_scip300,neos17__C:PSC__s1.json.gz,checked_feasible
b3_scip300,opm2-z10-s4__A:bandit5__s0.json.gz,checked_feasible
b3_scip300,opm2-z10-s4__A:bandit5__s1.json.gz,checked_feasible
b3_scip300,opm2-z10-s4__C:D+RST@25__s0.json.gz,checked_feasible
b3_scip300,opm2-z10-s4__C:D+RST@25__s1.json.gz,checked_feasible
